graph_name,v,e
6150_e_101,341,2913
1059_e_037,4,12
4544_e_091,1,1
4695_e_093,38,327
6115_e_101,239,1896
4195_e_091,1,1
4211_e_091,1,1
3560_e_079,80,640
4254_e_091,6,15
3525_e_079,13,66
2929_e_071,1,1
988_e_033,3,6
5317_e_097,126,771
1344_e_049,110,775
2293_e_063,2,4
2142_e_061,25,100
2495_e_067,1,1
2395_e_065,5,13
3729_e_081,19,104
3102_e_073,1,1
2107_e_061,1,1
577_e_023,2,4
6128_e_101,37,210
402_e_019,13,87
532_e_023,1,1
31_e_007,1,1
4610_e_093,31,164
6190_e_101,4,11
718_e_027,1,1
4655_e_093,1,1
1144_e_039,14,59
5053_e_097,23,139
4115_e_083,1,1
2468_e_067,1,1
3897_e_083,1,1
2368_e_065,3736,27548
1467_e_051,1,1
5016_e_097,11,56
4150_e_083,3,7
1101_e_039,3,6
3328_e_077,55,398
3791_e_081,50,395
222_e_015,70,404
2400_e_065,542,3966
2192_e_063,22,104
5959_e_101,52,491
975_e_033,3,6
6229_e_101,57,392
2649_e_069,1,1
397_e_019,14,49
2575_e_067,4,10
3270_e_077,100,869
4008_e_083,4,10
3235_e_077,4,9
2530_e_067,1,1
49_e_009,523,4686
5442_e_099,1,1
4948_e_097,8,41
4748_e_093,9,47
4499_e_091,8,20
5407_e_099,1,1
628_e_025,1,1
1217_e_043,1,1
2711_e_069,3,6
4826_e_093,34,232
1252_e_043,1,1
3480_e_079,56,434
2754_e_069,1,1
4863_e_093,1,1
180_e_013,16,85
3570_e_081,52,355
312_e_017,3,6
1557_e_053,10,52
138_e_013,1,1
3171_e_077,20,105
5743_e_099,1,1
1017_e_033,12,56
2871_e_071,1,1
5392_e_099,16,64
690_e_025,3,7
2834_e_071,1,1
447_e_021,8,29
5706_e_099,8,30
4349_e_091,3,6
3438_e_079,14,78
4464_e_091,12,50
6035_e_101,38,199
4421_e_091,3,7
3350_e_079,69,567
6070_e_101,5,17
1750_e_055,1,1
1613_e_053,263,2049
3932_e_083,7,30
3671_e_081,9,39
1656_e_053,1,1
1715_e_055,2,4
115_e_011,1,1
1856_e_057,14,50
3977_e_083,1,1
2588_e_067,1,1
3634_e_081,29,192
5622_e_099,1,1
2910_e_071,1,1
2955_e_071,1,1
5667_e_099,12,72
3559_e_079,1,1
4228_e_091,1,1
353_e_019,35,201
1415_e_049,31,192
1972_e_057,2403,9373
1180_e_039,1,1
5097_e_097,8,52
3710_e_081,182,1184
3853_e_083,5,13
1338_e_049,38,205
1937_e_057,2,4
3755_e_081,55,303
3816_e_083,5,15
799_e_027,1,1
4505_e_091,4,13
6154_e_101,101,727
2978_e_073,12,45
4540_e_091,2,4
4191_e_091,3,6
4691_e_093,1,1
6111_e_101,14,106
721_e_027,1,1
5523_e_099,16,74
4629_e_093,40,253
2985_e_073,7,29
764_e_027,3,6
5566_e_099,14,70
2314_e_065,1,1
924_e_031,1,1
1380_e_049,1,1
2257_e_063,28,137
3311_e_077,38,247
1138_e_039,5,12
1689_e_055,1,1
2212_e_063,49,344
2451_e_067,1,1
2351_e_065,18,85
273_e_017,1,1
5960_e_101,68,366
5925_e_101,27,137
6316_e_107,1,1
6255_e_101,16,101
2670_e_069,5,15
6210_e_101,79,649
4590_e_093,17,102
4290_e_091,5,18
2635_e_069,16,95
4902_e_093,11,64
5132_e_097,312,2107
4074_e_083,1,1
1794_e_055,2,4
1506_e_051,8,22
70_e_009,1,1
2509_e_067,1,1
5177_e_097,29,120
4031_e_083,1,1
1892_e_057,3,7
1543_e_051,1,1
3249_e_077,15,96
4771_e_093,5,16
4971_e_097,27,137
3394_e_079,17,160
4734_e_093,1,1
4934_e_097,4,11
5787_e_099,3,7
5356_e_099,4,11
654_e_025,1,1
483_e_021,1,1
2728_e_069,6,24
611_e_025,1,1
1807_e_055,4,13
2608_e_067,1,1
144_e_013,16,97
872_e_029,1,1
5233_e_097,16,63
3148_e_077,1,1
837_e_029,3,6
1593_e_053,4,10
5880_e_101,17,84
5276_e_097,8,40
3401_e_079,81,484
4370_e_091,1,1
1296_e_043,1,1
3444_e_079,4,12
4335_e_091,9,20
2848_e_071,20,111
5814_e_099,1,1
6049_e_101,1,1
3369_e_079,13,57
5486_e_099,10,33
4418_e_091,1,1
2023_e_061,11,41
3026_e_073,5,14
3648_e_081,117,780
3063_e_073,29,188
2066_e_061,1,1
4089_e_083,1,1
1769_e_055,3,6
3175_e_077,5,19
3589_e_081,77,714
179_e_013,35,245
1013_e_033,1,1
2875_e_071,1,1
5747_e_099,16,74
4308_e_091,4,8
3479_e_079,30,123
694_e_025,5,13
5396_e_099,4,10
5702_e_099,1,1
443_e_021,8,21
2830_e_071,1,1
4460_e_091,1,1
6031_e_101,196,1739
4425_e_091,1,1
3354_e_079,10,43
6074_e_101,24,166
5829_e_099,1,1
1617_e_053,4,10
1754_e_055,1,1
3936_e_083,1,1
3675_e_081,95,566
1711_e_055,16,48
111_e_011,1,1
1652_e_053,21,100
1852_e_057,7,25
3289_e_077,74,523
3973_e_083,1,1
3630_e_081,12,51
3274_e_077,8,28
2571_e_067,5,12
2534_e_067,1,1
3231_e_077,3,7
3688_e_081,67,425
4049_e_083,4,11
6089_e_101,20,151
4709_e_093,31,146
5446_e_099,1,1
5403_e_099,1,1
1213_e_043,1,1
2715_e_069,24,122
4822_e_093,28,197
3484_e_079,29,129
669_e_025,1,1
1256_e_043,1,1
2888_e_071,1,1
2750_e_069,10,45
4867_e_093,189,1216
4924_e_095,1,1
3574_e_081,4,11
184_e_013,25,125
316_e_017,1,1
6_e_005,5,15
3188_e_077,18,82
759_e_027,2,4
4614_e_093,10,35
6194_e_101,4,11
4651_e_093,5,16
5057_e_097,25,149
4111_e_083,2,4
1140_e_039,3,6
3893_e_083,1,1
263_e_015,13,53
1463_e_051,1,1
1105_e_039,2,4
5012_e_097,71,454
4154_e_083,3,6
2429_e_067,1,1
919_e_031,42,177
2329_e_065,1,1
226_e_015,4,10
1426_e_051,1,1
5918_e_101,87,556
2404_e_065,10,46
2196_e_063,7,31
971_e_033,1,1
393_e_019,48,243
6268_e_101,18,121
4215_e_091,3,6
2968_e_071,1,1
4250_e_091,4,9
3521_e_079,20,82
5313_e_097,14,67
2297_e_063,25,133
1340_e_049,12,68
3768_e_081,1,1
2146_e_061,1,1
2391_e_065,105,592
2491_e_067,1,1
2103_e_061,3,7
3106_e_073,4,11
573_e_023,1,1
406_e_019,14,84
1060_e_037,3961,28389
536_e_023,1,1
6169_e_101,24,209
4538_e_091,11,34
35_e_007,1,1
4394_e_091,1,1
1237_e_043,1,1
608_e_025,1,1
2731_e_069,74,517
4806_e_093,47,322
1272_e_043,1,1
4843_e_093,1,1
332_e_017,2,4
5864_e_101,1,1
5292_e_097,46,297
1577_e_053,183,1329
2555_e_067,10,27
3250_e_077,17,102
1079_e_039,1,1
4028_e_083,1,1
3215_e_077,21,138
2510_e_067,1,1
69_e_009,1,1
2082_e_061,1,1
3087_e_073,176,1283
5462_e_099,6,22
4968_e_097,3,6
2787_e_071,1,1
4768_e_093,51,342
5427_e_099,4,12
4444_e_091,4,12
3335_e_079,28,147
4995_e_097,62,388
4795_e_093,64,473
6015_e_101,48,295
4401_e_091,16,54
3370_e_079,123,786
6050_e_101,16,84
1633_e_053,96,687
1770_e_055,1,1
4090_e_083,1,1
1833_e_057,1,1
3912_e_083,3,6
3651_e_081,6,21
94_e_009,24,114
1735_e_055,1,1
1676_e_053,9,56
1084_e_039,6,20
1876_e_057,1,1
5193_e_097,1,1
3957_e_083,1,1
898_e_031,2263,16839
3614_e_081,5,16
5899_e_101,35,221
118_e_013,1,1
3151_e_077,4,12
2611_e_067,1,1
1037_e_033,12,58
422_e_021,5,12
2851_e_071,2,4
5763_e_099,5,16
5726_e_099,4,10
2814_e_071,1,1
467_e_021,19,64
4369_e_091,3,7
3418_e_079,54,379
1364_e_049,60,430
2162_e_061,3,8
3709_e_081,31,180
2127_e_061,1,1
3122_e_073,94,746
557_e_023,1,1
6108_e_101,292,2352
4688_e_093,1,1
4188_e_091,1,1
4559_e_091,1,1
512_e_023,1,1
780_e_027,1,1
5582_e_099,28,127
4231_e_091,3,6
3540_e_079,52,419
2694_e_069,33,179
4274_e_091,3,6
4574_e_093,21,82
3505_e_079,10,39
2909_e_071,1,1
5984_e_101,1,1
297_e_017,1,1
955_e_033,1,1
5979_e_101,36,188
4289_e_091,12,41
4589_e_093,2,4
6209_e_101,119,939
5683_e_099,1,1
4186_e_089,2,4
2669_e_069,39,225
4630_e_093,100,802
738_e_027,2,4
4675_e_093,26,151
4135_e_083,6,24
5073_e_097,5,16
1164_e_039,1,1
2348_e_065,3,6
2448_e_067,1,1
1447_e_051,7,26
247_e_015,13,80
1690_e_055,1,1
1121_e_039,5,16
5036_e_097,20,109
3308_e_077,3,7
1399_e_049,96,848
202_e_015,1,1
5944_e_101,11,62
968_e_033,3,6
4_e_003,40,267
5901_e_101,1,1
6271_e_101,11,44
2654_e_069,4,9
1317_e_043,1,1
6234_e_101,51,338
4648_e_093,34,288
597_e_023,7,21
5507_e_099,3,6
5542_e_099,30,194
740_e_027,1,1
900_e_031,1,1
2330_e_065,1,1
2430_e_067,1,1
2273_e_063,7,34
2475_e_067,1,1
2236_e_063,1,1
2375_e_065,748,5527
1159_e_039,6,25
4108_e_083,4,11
1956_e_057,3,6
1487_e_051,1,1
3734_e_081,31,211
2488_e_067,1,1
3877_e_083,5,21
2388_e_065,6,20
1913_e_057,13,43
3771_e_081,31,226
3832_e_083,1,1
1359_e_049,32,178
4521_e_091,2,4
6170_e_101,6,29
4564_e_091,1,1
6135_e_101,5,16
5606_e_099,3,6
2934_e_071,18,62
3538_e_079,10,60
1996_e_061,4,12
4249_e_091,1,1
2971_e_071,4,10
502_e_021,1,1
5643_e_099,6,24
377_e_019,61,449
2172_e_063,60,325
995_e_033,1,1
5830_e_099,1,1
6028_e_101,37,250
4479_e_091,2,4
3629_e_081,7,32
2595_e_067,4,10
3290_e_077,186,1368
2007_e_061,1,1
3002_e_073,51,333
1708_e_055,23,70
3047_e_073,47,281
2042_e_061,15,70
1823_e_055,1,1
160_e_013,44,188
3590_e_081,1,1
856_e_029,1,1
5217_e_097,205,1373
125_e_013,1,1
813_e_029,1,1
5252_e_097,18,74
3425_e_079,54,306
4354_e_091,4,11
6297_e_107,1,1
2829_e_071,1,1
3460_e_079,6,24
4311_e_091,1,1
4883_e_093,14,64
2749_e_069,4,11
2891_e_071,1,1
5372_e_099,1,1
670_e_025,1,1
635_e_025,3,6
5337_e_099,1,1
5859_e_101,28,131
3191_e_077,6,23
106_e_009,1,1
4050_e_083,1,1
5116_e_097,1,1
1522_e_051,1,1
3691_e_081,5,16
54_e_009,1,1
3228_e_077,5,19
4015_e_083,1,1
5153_e_097,50,320
3997_e_083,3,7
2568_e_067,1,1
4484_e_091,2,4
4755_e_093,1,1
4955_e_097,14,76
4710_e_093,8,29
6090_e_101,71,493
5604_e_099,4,13
2936_e_071,1,1
1994_e_061,5,12
500_e_021,11,44
5641_e_099,34,178
375_e_019,87,513
5308_e_097,8,38
997_e_033,1,1
1954_e_057,1,1
2118_e_061,1,1
1485_e_051,1,1
3736_e_081,130,869
3875_e_083,1,1
1911_e_057,1,1
3773_e_081,55,529
3830_e_083,4,10
4523_e_091,1,1
6172_e_101,20,120
4566_e_091,5,11
6137_e_101,57,444
568_e_023,2,4
595_e_023,4,11
707_e_027,1,1
5505_e_099,7,22
742_e_027,1,1
5540_e_099,18,94
2332_e_065,1,1
902_e_031,6,19
2271_e_063,3,6
2432_e_067,1,1
5009_e_097,128,816
1478_e_051,2,4
2234_e_063,83,537
2477_e_067,1,1
2377_e_065,1,1
3888_e_083,12,62
5946_e_101,375,3108
5903_e_101,30,204
6273_e_101,23,212
388_e_019,17,85
2656_e_069,17,76
1315_e_043,1,1
6236_e_101,1,1
5114_e_097,62,475
4052_e_083,1,1
1520_e_051,1,1
3693_e_081,9,31
56_e_009,1,1
5151_e_097,9,27
4017_e_083,1,1
3995_e_083,1,1
5418_e_099,4,11
4486_e_091,1,1
4757_e_093,5,15
4957_e_097,1,1
4712_e_093,1,1
6092_e_101,151,1264
2893_e_071,1,1
5370_e_099,7,18
672_e_025,1,1
4839_e_093,28,221
637_e_025,1,1
5335_e_099,20,112
1208_e_043,1,1
348_e_017,1,1
3193_e_077,33,245
104_e_009,1,1
1821_e_055,3,7
162_e_013,35,135
3592_e_081,5,15
854_e_029,1,1
5215_e_097,21,102
127_e_013,32,142
811_e_029,1,1
5250_e_097,1,1
3427_e_079,1,1
6295_e_107,1,1
4356_e_091,1,1
458_e_021,5,14
5719_e_099,12,47
3462_e_079,1,1
4313_e_091,3,6
4881_e_093,30,180
1008_e_033,2,4
5832_e_099,1,1
3968_e_083,4,10
2597_e_067,1,1
3292_e_077,6,18
2005_e_061,1,1
3000_e_073,43,333
1849_e_057,6,16
1649_e_053,15,68
3045_e_073,196,1559
2040_e_061,1,1
1588_e_053,9,35
3153_e_077,9,33
5228_e_097,1,1
869_e_029,1,1
2613_e_067,3,8
1035_e_033,4,13
420_e_021,1,1
2853_e_071,4,10
5761_e_099,4,11
5724_e_099,1,1
2816_e_071,12,66
465_e_021,25,84
4446_e_091,8,29
3337_e_079,24,141
4997_e_097,44,246
4797_e_093,1,1
6017_e_101,186,1423
2778_e_071,1,1
4403_e_091,3,7
3372_e_079,13,74
6052_e_101,17,106
1631_e_053,28,171
1772_e_055,1,1
4092_e_083,6,30
1831_e_057,4,8
3078_e_073,171,1262
3910_e_083,4,10
3653_e_081,6,21
96_e_009,1,1
1737_e_055,1,1
1674_e_053,9,37
1874_e_057,5,12
1086_e_039,1,1
2038_e_061,1,1
5191_e_097,28,216
3955_e_083,7,21
3616_e_081,1,1
2557_e_067,3,6
3252_e_077,1,1
1889_e_057,4,12
4169_e_085,1,1
3217_e_077,61,399
2512_e_067,1,1
2080_e_061,6,18
5129_e_097,8,37
3085_e_073,25,175
5460_e_099,40,231
2785_e_071,1,1
5425_e_099,7,25
4396_e_091,1,1
1235_e_043,3,6
498_e_021,9,41
2733_e_069,9,39
4804_e_093,318,2353
1270_e_043,2,4
4841_e_093,97,521
330_e_017,1,1
5290_e_097,252,1883
5866_e_101,5,16
1575_e_053,1,1
4632_e_093,97,844
5538_e_099,5,15
4677_e_093,16,81
5071_e_097,5,19
4137_e_083,1,1
1166_e_039,1,1
2209_e_063,27,145
245_e_015,1,1
1445_e_051,6,16
1692_e_055,5,18
1123_e_039,7,24
5034_e_097,1,1
200_e_015,1,1
957_e_033,7,25
268_e_017,1,1
4919_e_093,22,112
5681_e_099,6,22
4184_e_089,1,1
4233_e_091,1,1
3542_e_079,11,52
4179_e_089,1,1
2696_e_069,1,1
4276_e_091,1,1
4576_e_093,32,204
3507_e_079,68,540
5639_e_099,37,155
5986_e_101,99,940
295_e_017,1,1
1366_e_049,9,44
2160_e_061,9,32
3848_e_083,1,1
2125_e_061,4,9
3120_e_073,18,80
1969_e_057,1,1
555_e_023,1,1
510_e_023,1,1
13_e_007,1,1
5580_e_099,3,6
782_e_027,1,1
1211_e_043,1,1
2717_e_069,1,1
4820_e_093,26,141
3486_e_079,17,77
5369_e_099,3,6
1254_e_043,555,3400
2752_e_069,60,423
4865_e_093,21,91
4926_e_095,1,1
3576_e_081,9,35
186_e_013,1,1
314_e_017,12,36
3276_e_077,54,470
2573_e_067,1,1
5148_e_097,8,45
2536_e_067,2,4
3233_e_077,286,2208
1539_e_051,3,8
5444_e_099,10,45
5401_e_099,43,298
4462_e_091,1,1
6033_e_101,6,30
4427_e_091,7,16
3356_e_079,13,46
6076_e_101,73,459
1615_e_053,6,26
1756_e_055,3,7
2059_e_061,22,106
3934_e_083,1,1
3677_e_081,1,1
113_e_011,1,1
1713_e_055,3,7
1650_e_053,234,1834
3019_e_073,7,33
1850_e_057,1,1
3971_e_083,1,1
3632_e_081,44,237
5249_e_097,60,350
808_e_029,4,10
3177_e_077,5,19
4898_e_093,8,41
1011_e_033,1,1
2877_e_071,1,1
5745_e_099,7,29
696_e_025,1,1
5394_e_099,1,1
5700_e_099,96,628
441_e_021,54,341
2832_e_071,1,1
2295_e_063,16,135
1342_e_049,9,44
3829_e_083,1,1
1908_e_057,1,1
2144_e_061,1,1
2393_e_065,1,1
2493_e_067,1,1
2101_e_061,1,1
3104_e_073,13,54
571_e_023,10,41
404_e_019,11,62
534_e_023,1,1
37_e_007,3,6
4217_e_091,1,1
5658_e_099,3,6
4252_e_091,1,1
3523_e_079,4,10
5311_e_097,9,30
2406_e_065,6,19
2194_e_063,79,571
973_e_033,10,28
391_e_019,111,737
5559_e_099,2,4
4616_e_093,39,308
6196_e_101,45,317
4653_e_093,1,1
4113_e_083,1,1
5055_e_097,46,315
1142_e_039,7,29
3891_e_083,1,1
1461_e_051,3,7
261_e_015,7,28
1107_e_039,6,23
4156_e_083,3,7
5010_e_097,3,7
2268_e_063,11,53
224_e_015,43,230
271_e_017,1,1
5962_e_101,173,1426
5927_e_101,48,331
6314_e_107,1,1
6257_e_101,63,524
2672_e_069,17,147
5698_e_099,15,63
6212_e_101,6,14
4592_e_093,27,167
4292_e_091,1,1
2637_e_069,34,165
4900_e_093,9,48
5521_e_099,1,1
723_e_027,1,1
2987_e_073,9,57
5564_e_099,83,459
766_e_027,1,1
219_e_015,1,1
926_e_031,69,397
1382_e_049,54,306
2316_e_065,4,10
3313_e_077,28,133
2255_e_063,27,142
2453_e_067,1,1
2210_e_063,29,178
2353_e_065,6,17
5068_e_097,520,3723
1182_e_039,1,1
1970_e_057,1,1
5095_e_097,1,1
3712_e_081,5,16
3851_e_083,1,1
1935_e_057,1,1
3757_e_081,76,439
3814_e_083,1,1
5599_e_099,51,309
4507_e_091,1,1
6156_e_101,61,417
509_e_023,1,1
4542_e_091,2,4
4193_e_091,6,19
4693_e_093,20,80
6113_e_101,50,461
5620_e_099,3,6
2912_e_071,1,1
2957_e_071,1,1
5665_e_099,7,33
351_e_019,17,76
1417_e_049,38,227
5816_e_099,1,1
5484_e_099,1,1
2021_e_061,1,1
5188_e_097,21,171
3024_e_073,6,23
3909_e_083,3,8
3061_e_073,22,96
2064_e_061,5,13
1628_e_053,4,11
1805_e_055,1,1
146_e_013,14,77
870_e_029,1,1
5231_e_097,5,19
835_e_029,1,1
1591_e_053,20,127
5274_e_097,5,17
5882_e_101,24,133
3403_e_079,81,435
4372_e_091,1,1
1294_e_043,1,1
3446_e_079,77,479
4337_e_091,1,1
5778_e_099,14,58
439_e_021,1,1
5785_e_099,4,10
4858_e_093,2,4
5354_e_099,4,10
1269_e_043,1,1
656_e_025,8,22
481_e_021,4,10
613_e_025,1,1
5289_e_097,7,31
329_e_017,2,4
4076_e_083,5,14
2099_e_061,1,1
5130_e_097,5,18
1796_e_055,1,1
1504_e_051,14,45
72_e_009,4,13
4033_e_083,2,4
5175_e_097,6,23
4170_e_085,8152,69383
1890_e_057,1,1
1062_e_039,4,12
1541_e_051,3,7
4773_e_093,12,53
4973_e_097,30,200
3396_e_079,6,20
5479_e_099,17,87
4736_e_093,3,7
4936_e_097,77,505
1916_e_057,8,22
3837_e_083,1,1
3774_e_081,92,660
1953_e_057,14,45
3872_e_083,1,1
1482_e_051,4,10
3731_e_081,114,788
4561_e_091,1,1
6130_e_101,223,1673
29_e_007,1,1
4524_e_091,1,1
6175_e_101,37,234
1051_e_035,3826,16580
5646_e_099,1,1
4209_e_091,1,1
372_e_019,24,202
5603_e_099,5,17
2931_e_071,10,35
1993_e_061,7,21
990_e_033,2,4
2177_e_063,11,46
1_e_003,1,1
5904_e_101,20,94
5941_e_101,149,1199
6231_e_101,3,6
1312_e_043,1,1
6274_e_101,114,909
2651_e_069,6,24
6188_e_101,258,2006
4608_e_093,4,11
5547_e_099,15,52
745_e_027,8,24
592_e_023,1,1
5502_e_099,3,6
2470_e_067,1,1
2233_e_063,109,813
940_e_031,3,6
2370_e_065,34,147
905_e_031,1,1
2335_e_065,13,49
2435_e_067,4,9
3330_e_077,120,823
2276_e_063,81,597
3789_e_081,29,158
4148_e_083,1,1
1119_e_039,1,1
2709_e_069,24,247
630_e_025,1,1
5332_e_099,15,70
2894_e_071,1,1
5377_e_099,6,18
3498_e_079,7,30
675_e_025,1,1
3568_e_081,8,27
103_e_009,1,1
3194_e_077,4,13
4010_e_083,1,1
5156_e_097,2,4
3992_e_083,1,1
3268_e_077,13,112
4055_e_083,13,44
5113_e_097,28,286
2528_e_067,9,45
1527_e_051,1,1
3694_e_081,10,55
51_e_009,1,1
1324_e_047,1,1
4715_e_093,3,8
6095_e_101,9,33
4481_e_091,1,1
4950_e_097,10,49
4750_e_093,6,19
5835_e_099,16,75
6068_e_101,137,1121
4439_e_091,1,1
3348_e_079,31,179
3669_e_081,6,24
1748_e_055,1,1
3042_e_073,7,18
2047_e_061,3,7
2590_e_067,3,7
3295_e_077,105,810
2002_e_061,4,12
3007_e_073,341,2356
120_e_013,20,77
3169_e_077,20,97
5257_e_097,7,24
816_e_029,1,1
165_e_013,6,19
3595_e_081,32,213
1826_e_055,3,6
5212_e_097,34,221
853_e_029,1,1
4314_e_091,6,17
3465_e_079,10,54
688_e_025,3,7
2869_e_071,1,1
4886_e_093,5,18
4351_e_091,1,1
6292_e_107,1,1
3420_e_079,2,4
3375_e_079,25,141
4404_e_091,1,1
6055_e_101,81,621
5808_e_099,45,236
4441_e_091,1,1
4790_e_093,6,23
6010_e_101,259,2154
4990_e_097,110,704
1081_e_039,6,25
1873_e_057,1,1
5196_e_097,1,1
1730_e_055,1,1
1673_e_053,111,870
3611_e_081,17,133
3952_e_083,1,1
4095_e_083,1,1
1836_e_057,28,133
1636_e_053,25,156
1775_e_055,1,1
3654_e_081,34,220
91_e_009,1,1
3917_e_083,1,1
2614_e_067,1,1
158_e_013,17,81
3154_e_077,7,28
5723_e_099,1,1
2811_e_071,1,1
462_e_021,16,65
1032_e_033,24,113
427_e_021,1,1
2854_e_071,1,1
5766_e_099,25,110
3458_e_079,6,23
4329_e_091,3,7
648_e_025,5,15
1277_e_043,1,1
4846_e_093,125,935
1232_e_043,3,7
4391_e_091,1,1
2734_e_069,7,33
4803_e_093,21,181
1572_e_053,6,28
5861_e_101,139,971
5297_e_097,14,73
337_e_017,1,1
3210_e_077,16,104
2515_e_067,3,6
2087_e_061,4,12
4068_e_083,1,1
3082_e_073,74,452
1788_e_055,1,1
2550_e_067,1,1
3255_e_077,3,7
2782_e_071,7,23
5422_e_099,1,1
4728_e_093,7,31
5467_e_099,8,42
3388_e_079,11,40
950_e_033,7,19
3799_e_083,1,1
5939_e_101,60,519
5686_e_099,42,212
4183_e_089,1,1
6249_e_101,19,138
2629_e_069,9,27
4670_e_093,14,57
778_e_027,1,1
4635_e_093,132,861
2999_e_073,3,7
1124_e_039,2,4
5033_e_097,318,2274
1695_e_055,1,1
207_e_015,22,155
2308_e_065,1,1
938_e_031,12,60
4130_e_083,8,35
5076_e_097,79,499
1161_e_039,1,1
1442_e_051,1,1
242_e_015,476,3187
2122_e_061,5,22
3127_e_073,14,74
3749_e_081,16,103
1361_e_049,16,60
2167_e_061,11,47
6148_e_101,3,6
517_e_023,1,1
785_e_027,9,34
5587_e_099,3,6
4519_e_091,4,11
14_e_007,1,1
552_e_023,1,1
3500_e_079,166,1098
4271_e_091,7,16
4571_e_093,1,1
3545_e_079,23,152
4234_e_091,7,23
2949_e_071,9,36
2691_e_069,1,1
292_e_017,343,2348
5981_e_101,91,751
1409_e_049,33,156
2531_e_067,1,1
3234_e_077,7,25
3271_e_077,32,242
2574_e_067,3,6
4009_e_083,4,11
4749_e_093,5,18
4949_e_097,52,343
5406_e_099,48,403
4498_e_091,1,1
5443_e_099,4,10
3481_e_079,33,257
1253_e_043,1,1
2755_e_069,102,640
4862_e_093,1,1
1216_e_043,1,1
629_e_025,1,1
2710_e_069,21,125
4827_e_093,29,198
1556_e_053,1,1
3571_e_081,1,1
181_e_013,1,1
313_e_017,1,1
3135_e_077,4,11
3170_e_077,56,462
139_e_013,59,379
5707_e_099,15,94
446_e_021,12,61
2835_e_071,1,1
3439_e_079,4,11
4348_e_091,8,27
1016_e_033,7,23
2870_e_071,1,1
5742_e_099,4,12
691_e_025,7,21
5393_e_099,49,344
3351_e_079,45,311
4420_e_091,2,4
6071_e_101,1,1
4465_e_091,1,1
6034_e_101,1,1
1857_e_057,1,1
1714_e_055,1,1
114_e_011,1,1
1657_e_053,21,115
3635_e_081,109,763
2589_e_067,1,1
3976_e_083,1,1
1612_e_053,5,17
1751_e_055,1,1
3670_e_081,1,1
3933_e_083,5,16
3524_e_079,15,70
4255_e_091,1,1
2928_e_071,1,1
3561_e_079,1,1
4210_e_091,3,7
5316_e_097,120,925
989_e_033,1,1
3728_e_081,370,3020
2394_e_065,3,6
2494_e_067,1,1
2106_e_061,7,18
3103_e_073,79,568
2292_e_063,4,10
1345_e_049,26,137
2143_e_061,23,94
533_e_023,1,1
30_e_007,1,1
6129_e_101,93,719
576_e_023,42,199
403_e_019,17,93
719_e_027,1,1
4654_e_093,5,18
4611_e_093,86,571
6191_e_101,8,49
1100_e_039,1,1
5017_e_097,28,132
4151_e_083,3,7
223_e_015,13,51
3790_e_081,4,11
3329_e_077,29,185
5052_e_097,4,13
4114_e_083,1,1
1145_e_039,1,1
1466_e_051,2,4
3896_e_083,1,1
2369_e_065,15,83
2469_e_067,1,1
974_e_033,11,37
5958_e_101,29,203
2401_e_065,21,114
2193_e_063,38,228
2648_e_069,75,545
396_e_019,26,150
6228_e_101,200,1419
2980_e_073,30,176
761_e_027,6,21
5563_e_099,22,92
4669_e_093,7,32
724_e_027,1,1
5526_e_099,1,1
2217_e_063,18,156
2454_e_067,1,1
2354_e_065,4,11
1178_e_039,1,1
4129_e_083,5,13
2311_e_065,1,1
921_e_031,5,14
1385_e_049,13,79
2252_e_063,3,6
3314_e_077,117,792
5920_e_101,10,45
5965_e_101,69,425
949_e_033,1,1
276_e_017,1,1
6215_e_101,26,151
4595_e_093,4,11
4295_e_091,1,1
2630_e_069,13,85
4907_e_093,296,2114
6313_e_107,1,1
6250_e_101,260,2447
2675_e_069,6,19
2688_e_069,18,131
2950_e_071,26,101
5662_e_099,9,33
356_e_019,40,270
5627_e_099,4,10
2915_e_071,4,12
4568_e_093,4,12
4268_e_091,1,1
3519_e_079,15,59
1410_e_049,62,344
5998_e_101,1,1
1932_e_057,1,1
1378_e_049,76,534
3813_e_083,1,1
3750_e_081,10,46
1977_e_057,1,1
1185_e_039,1,1
5092_e_097,1,1
3856_e_083,1,1
3715_e_081,159,1062
4545_e_091,1,1
48_e_007,4,10
4194_e_091,4,10
4694_e_093,5,18
6114_e_101,62,481
4500_e_091,1,1
1058_e_037,1,1
6151_e_101,156,1083
5885_e_101,95,796
5273_e_097,142,886
832_e_029,1,1
1596_e_053,92,620
141_e_013,35,212
1802_e_055,1,1
5236_e_097,1,1
877_e_029,1,1
4330_e_091,2,4
1293_e_043,1,1
3441_e_079,594,4339
4375_e_091,1,1
3404_e_079,68,450
2808_e_071,12,47
4989_e_097,90,631
6009_e_101,86,628
2766_e_071,28,126
4789_e_093,4,10
4458_e_091,4,9
5811_e_099,4,12
5483_e_099,1,1
88_e_009,1,1
3066_e_073,18,99
2063_e_061,4,12
3608_e_081,3,7
1729_e_055,4,9
2026_e_061,1,1
3023_e_073,159,1343
1098_e_039,2,4
5172_e_097,115,949
4034_e_083,1,1
1065_e_039,1,1
1897_e_057,3,6
2549_e_067,72,276
1546_e_051,1,1
1791_e_055,1,1
5137_e_097,27,149
4071_e_083,3,6
3209_e_077,151,1107
1503_e_051,1,1
75_e_009,3,7
3391_e_079,118,959
4731_e_093,28,302
4974_e_097,129,1030
4774_e_093,14,90
486_e_021,31,208
